"","ticker","ref.date","volume","price.open","price.high","price.low","price.close","price.adjusted","ret.adjusted.prices","ret.closing.prices"
"155","BID",2009,282821800,8.94,24.4,6.35,9.45,7.922643,-0.746744757910899,-0.755054445046426
"156","BIG",2005,215141200,12.14,14.11,10.08,11.76,10.584702,NA,NA
"157","BIG",2006,369115700,12.18,23.98,12.18,12.18,10.962727,0.0357142789660019,0.0357142857142858
"158","BIG",2007,645314000,23.08,35.599998,15.65,22.84,20.557367,0.875205594374465,0.875205254515599
"159","BIG",2008,773669000,16.01,34.709999,12.62,15.54,13.986927,-0.319614861183341,-0.319614711033275
"160","BIG",2009,583323400,14.3,29.530001,12.99,14.53,13.077868,-0.06499347569341,-0.064993564993565
"161","BLK",2005,20540800,77.010002,113.449997,70,75.779999,54.372849,NA,NA
"162","BLK",2006,50901800,109.480003,156.309998,108,109,79.314461,0.458714458754957,0.438374260205519
"163","BLK",2007,99469700,152.899994,222.029999,144.699997,155.119995,114.258728,0.440578761545136,0.423119220183486
"164","BLK",2008,169522200,216.800003,230.75,98.879997,215.309998,161.234985,0.411139331080248,0.388022208226606
"165","BLK",2009,159595000,133,240.800003,90.57,139.119995,106.016632,-0.342471288101649,-0.35386189079803
"166","BLKB",2005,51926500,14.65,18.139999,11.01,13.93,11.37241,NA,NA
"167","BLKB",2006,98762500,17.040001,27.77,16.360001,17.23,14.277622,0.25546141934735,0.236898779612347
"168","BLKB",2007,100813400,26.059999,29.74,20.940001,26.379999,22.153957,0.551655941024353,0.53105043528729
"169","BLKB",2008,97808500,27.620001,27.75,10.77,27.75,23.627487,0.0665131741476253,0.0519333226661607
"170","BLKB",2009,57932900,13.52,24.43,9.15,13.43,11.676004,-0.50582962970205,-0.516036036036036
"171","BMY",2005,1483334000,25.57,26.48,21.030001,25.43,14.684469,NA,NA
"172","BMY",2006,2220283700,23.25,26.32,20.24,23.24,14.042739,-0.0437012737743531,-0.0861187573731813
"173","BMY",2007,2715444300,26.209999,32.139999,26.1,26.379999,16.86623,0.201064122889417,0.135111833046472
"174","BMY",2008,3979480300,26.5,27.08,17.26,26.129999,17.394287,0.0313085378297342,-0.00947687678077624
"175","BMY",2009,4189403600,23.25,25.959999,17.51,23.879999,16.839951,-0.0318688544117962,-0.0861079252241839
"176","BOT",2005,0,8.25,14.75,8.25,8.25,8.25,NA,NA
"177","BOT",2006,0,9.6,NA,NA,9.6,9.6,0.163636363636364,0.163636363636364
"178","BOT",2007,102569,9.6,NA,NA,9.6,9.6,0,0
"179","BOT",2008,39508,9.6,NA,NA,9.6,9.6,0,0
"180","BOT",2009,3400,4.99,NA,NA,4.99,4.99,-0.480208333333333,-0.480208333333333
"181","BSG",2005,0,6.9,NA,NA,6.9,6.9,NA,NA
"182","BSG",2006,0,6.4,NA,NA,6.4,6.4,-0.072463768115942,-0.072463768115942
"183","BSG",2007,1600,6,NA,NA,6,6,-0.0625,-0.0625
"184","BSG",2008,50,4.6,NA,NA,4.6,4.6,-0.233333333333333,-0.233333333333333
"185","BSG",2009,600,4.98,NA,NA,4.89,4.89,0.0630434782608695,0.0630434782608695
"186","C",2005,367387500,490,497.799988,430.5,482.700012,446.876495,NA,NA
"187","C",2006,387118400,490,564.099976,450.5,492.899994,458.047638,0.0249982783274381,0.0211310995368279
"188","C",2007,1029832300,556.599976,552.5,292.899994,552.5,515.5271,0.125487956342218,0.120917035353017
"189","C",2008,3342443600,297.299988,296.899994,37.700001,289.200012,271.041809,-0.4742433346375,-0.476561064253394
"190","C",2009,12955938900,68.699997,74.599998,10.2,71.400002,67.276497,-0.751785537263736,-0.753112036523705
"191","CACH",2005,49750980,15.272,15.822,9.30705,15.2297,15.2297,NA,NA
"192","CACH",2006,46682295,14.7728,21.9223,12.9622,14.7728,14.7728,-0.0300005909505768,-0.0300005909505768
"193","CACH",2007,107920290,21.4147,21.177799,7.90253,20.9662,20.9662,0.419243474493664,0.419243474493664
"194","CACH",2008,53660006,7.90253,12.3445,1.37067,7.72485,7.72485,-0.631556982190383,-0.631556982190383
"195","CACH",2009,21973677,1.69219,4.92427,1.26068,1.59912,1.59912,-0.792990155148644,-0.792990155148644
"196","CAH",2005,477920400,58.200001,69.239998,53.279999,57.18,31.295324,NA,NA
"197","CAH",2006,390024800,68.760002,75.339996,61.830002,69.93,38.405834,0.227206786547409,0.222980062959077
"198","CAH",2007,546206800,64.18,75.279999,56.470001,64.019997,35.335575,-0.0799425160250393,-0.0845131274131274
"199","CAH",2008,645655700,57.220001,61.48,28.379999,56.599998,31.458202,-0.109730010053607,-0.115901270660791
"200","CAH",2009,844756300,34.93,39.529999,24.969999,35.220001,19.813311,-0.370170265929375,-0.377738476245176
"201","CAJ",2005,73931400,36.32,40.066666,32.68,35.880001,22.129881,NA,NA
"202","CAJ",2006,84431000,40,57.07,39.706665,40.213333,25.375933,0.146681855180333,0.120772906332974
"203","CAJ",2007,83075800,56.560001,59.900002,45.830002,56.48,36.403652,0.434573932710179,0.404509295461781
"204","CAJ",2008,170232700,45.849998,54.169998,24.040001,45.720001,30.025221,-0.175214041712079,-0.190509897308782
"205","CAJ",2009,156641100,30.92,43.84,21.52,31.709999,21.437031,-0.286032532449969,-0.306430483236429
