ticker,,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,industry_translate,ag_frst_fsh,mining,construction,not used,manuf,trn_comm_elc_gas,wholesale,retail,finance_insurance,services,pub_admin,nonclass
AEO,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
AEO,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
AET,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AET,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AET,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AET,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AET,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AFL,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident and health insurance,0,0,0,0,0,0,0,0,1,0,0,0
AFL,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident and health insurance,0,0,0,0,0,0,0,0,1,0,0,0
AFL,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident and health insurance,0,0,0,0,0,0,0,0,1,0,0,0
AFL,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident and health insurance,0,0,0,0,0,0,0,0,1,0,0,0
AFL,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accident and health insurance,0,0,0,0,0,0,0,0,1,0,0,0
AFLYY,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AFLYY,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AFLYY,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AFLYY,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AFLYY,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AGE,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AGE,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AGE,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AGE,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AGE,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AGP,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AGP,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AGP,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AGP,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AGP,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AHONY,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery stores,0,0,0,0,0,0,0,1,0,0,0,0
AHONY,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery stores,0,0,0,0,0,0,0,1,0,0,0,0
AHONY,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery stores,0,0,0,0,0,0,0,1,0,0,0,0
AHONY,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery stores,0,0,0,0,0,0,0,1,0,0,0,0
AHONY,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grocery stores,0,0,0,0,0,0,0,1,0,0,0,0
AIG,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life insurance,0,0,0,0,0,0,0,0,1,0,0,0
AIG,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life insurance,0,0,0,0,0,0,0,0,1,0,0,0
AIG,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life insurance,0,0,0,0,0,0,0,0,1,0,0,0
AIG,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Life insurance,0,0,0,0,0,0,0,0,1,0,0,0
AIG,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fire, marine, and casualty insurance",0,0,0,0,0,0,0,0,1,0,0,0
AIQ,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical laboratories,0,0,0,0,0,0,0,0,0,1,0,0
AIQ,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical laboratories,0,0,0,0,0,0,0,0,0,1,0,0
AIQ,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical laboratories,0,0,0,0,0,0,0,0,0,1,0,0
AIQ,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical laboratories,0,0,0,0,0,0,0,0,0,1,0,0
AIQ,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical laboratories,0,0,0,0,0,0,0,0,0,1,0,0
AIZ,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AIZ,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AIZ,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AIZ,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AIZ,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surety insurance,0,0,0,0,0,0,0,0,1,0,0,0
ALB,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural chemicals, nec",0,0,0,0,1,0,0,0,0,0,0,0
ALB,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural chemicals, nec",0,0,0,0,1,0,0,0,0,0,0,0
ALB,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural chemicals, nec",0,0,0,0,1,0,0,0,0,0,0,0
ALB,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural chemicals, nec",0,0,0,0,1,0,0,0,0,0,0,0
ALB,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Agricultural chemicals, nec",0,0,0,0,1,0,0,0,0,0,0,0
AMIC,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AMIC,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AMIC,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AMIC,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AMIC,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital and medical service plans,0,0,0,0,0,0,0,0,1,0,0,0
AMP,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMP,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMP,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMP,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMP,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMR,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AMR,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AMR,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AMR,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AMR,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Air transportation, scheduled",0,0,0,0,0,1,0,0,0,0,0,0
AMTD,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMTD,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMTD,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMTD,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
AMTD,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Security brokers and dealers,0,0,0,0,0,0,0,0,1,0,0,0
ANF,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
ANF,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
ANF,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
ANF,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
ANF,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Family clothing stores,0,0,0,0,0,0,0,1,0,0,0,0
ARW,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electronic parts and equipment, nec",0,0,0,0,0,0,1,0,0,0,0,0
ARW,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electronic parts and equipment, nec",0,0,0,0,0,0,1,0,0,0,0,0
ARW,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electronic parts and equipment, nec",0,0,0,0,0,0,1,0,0,0,0,0
ARW,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electronic parts and equipment, nec",0,0,0,0,0,0,1,0,0,0,0,0
ARW,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electronic parts and equipment, nec",0,0,0,0,0,0,1,0,0,0,0,0
ASF,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Help supply services,0,0,0,0,0,0,0,0,0,1,0,0
