gvkey,ticker,compname,year,sic4,salesmillions,employees,breach,breachtype
28930,MAR,"Marriott International, Inc.",2006,7011,10386.67,150.60001,0,
28930,MAR,"Marriott International, Inc.",2007,7011,10790.54,151,0,
28930,MAR,"Marriott International, Inc.",2008,7011,10340,146,0,
28930,MAR,"Marriott International, Inc.",2009,7011,8776.1797,137,0,
28930,MAR,"Marriott International, Inc.",2010,7011,,129,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2005,4812,4418.3198,27.667999,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2006,4812,5453.2202,24.125,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2007,4812,6855.0898,24.693001,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2008,4812,8194.3301,26.343,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2009,4812,7886.3101,,0,
137433,MBT,MOBILE TELESYSTEMS OJSC,2010,4812,11290,39.910999,0,
7154,MCD,McDonald's Corporation,2005,5812,18040.18,447,0,
7154,MCD,McDonald's Corporation,2006,5812,18438.381,465,0,
7154,MCD,McDonald's Corporation,2007,5812,18928.381,390,0,
7154,MCD,McDonald's Corporation,2008,5812,18813.551,400,0,
7154,MCD,McDonald's Corporation,2009,5812,18259.381,385,0,
7154,MCD,McDonald's Corporation,2010,5812,,400,1,Dishonest employee
139665,MCO,Moody's Corporation,2005,7320,1526.79,2.9000001,0,
139665,MCO,Moody's Corporation,2006,7320,1740.02,3.4000001,1,LostTape
139665,MCO,Moody's Corporation,2007,7320,1876.51,3.5999999,0,
139665,MCO,Moody's Corporation,2008,7320,1403.99,3.9000001,0,
139665,MCO,Moody's Corporation,2009,7320,1442.79,4,0,
139665,MCO,Moody's Corporation,2010,7320,,4.5,0,
7152,MDR,MCDERMOTT INTL INC,2005,3730,1636.75,14.2,0,
7152,MDR,MCDERMOTT INTL INC,2006,3730,3519.29,27.799999,0,
7152,MDR,MCDERMOTT INTL INC,2007,3730,4678.0698,28.4,0,
7152,MDR,MCDERMOTT INTL INC,2008,3730,3098.1001,26.4,0,
7152,MDR,MCDERMOTT INTL INC,2009,3730,3281.8,29,0,
7152,MDR,MCDERMOTT INTL INC,2010,3730,2403.7,15,0,
66438,MDS,"Midas, Inc.",2005,7500,169.73,0.597,0,
66438,MDS,"Midas, Inc.",2006,7500,150.92999,0.55000001,0,
66438,MDS,"Midas, Inc.",2007,7500,149.52,0.69999999,1,Email
66438,MDS,"Midas, Inc.",2008,7500,149.89,0.80000001,0,
66438,MDS,"Midas, Inc.",2009,7500,146.75,0.88999999,0,
66438,MDS,"Midas, Inc.",2010,7500,,0.94,0,
24008,MEDI,MEDIMMUNE INC,2005,2836,1096.77,2.2149999,0,
24008,MEDI,MEDIMMUNE INC,2006,2836,1090.6,2.5380001,0,
24008,MEDI,MEDIMMUNE INC,2007,2836,,,0,
24008,MEDI,MEDIMMUNE INC,2008,2836,,,0,
24008,MEDI,MEDIMMUNE INC,2009,2836,,,0,
24008,MEDI,MEDIMMUNE INC,2010,2836,,,0,
99990026,MER,"Merrill Lynch & Co., Inc.",2005,6211,,,0,
99990026,MER,"Merrill Lynch & Co., Inc.",2006,6211,,,1,StolenLaptop
99990026,MER,"Merrill Lynch & Co., Inc.",2007,6211,,,0,
99990026,MER,"Merrill Lynch & Co., Inc.",2008,6211,,,0,
99990026,MER,"Merrill Lynch & Co., Inc.",2009,6211,,,1,StolenLaptop
99990026,MER,"Merrill Lynch & Co., Inc.",2010,6211,,,0,
25783,MFE,"McAfee, Inc",2005,7372,870.52002,3.29,0,
25783,MFE,"McAfee, Inc",2006,7372,978.15997,3.7,0,
25783,MFE,"McAfee, Inc",2007,7372,1086.71,4.25,0,
25783,MFE,"McAfee, Inc",2008,7372,1279.75,5.5999999,0,
25783,MFE,"McAfee, Inc",2009,7372,1547.26,6.0999999,0,
25783,MFE,"McAfee, Inc",2010,7372,,6.3000002,1,LostMedia
5342,MGI,"MoneyGram International, Inc.",2005,6099,856.35999,1.715,0,
5342,MGI,"MoneyGram International, Inc.",2006,6099,990.46002,2.076,0,
5342,MGI,"MoneyGram International, Inc.",2007,6099,130.86,2.3199999,1,Hack
5342,MGI,"MoneyGram International, Inc.",2008,6099,741.52002,2.306,0,
5342,MGI,"MoneyGram International, Inc.",2009,6099,940.79999,2.3970001,0,
5342,MGI,"MoneyGram International, Inc.",2010,6099,,2.2920001,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2005,8741,1594.15,3.9000001,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2006,8741,1438.48,3.9000001,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2007,8741,1790.91,5.5999999,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2008,8741,2099.8301,5.1999998,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2009,8741,2120.8401,5.1999998,0,
2940,MGLN,MAGELLAN HEALTH SERVICES INC,2010,8741,,4.9000001,0,
7186,MHS,"Medco Health Solutions, Inc.",2005,5912,33391.551,15.3,0,
7186,MHS,"Medco Health Solutions, Inc.",2006,5912,36300.969,15.7,1,StolenLaptop
7186,MHS,"Medco Health Solutions, Inc.",2007,5912,36970.422,20.799999,0,
7186,MHS,"Medco Health Solutions, Inc.",2008,5912,40996.879,21.799999,0,
7186,MHS,"Medco Health Solutions, Inc.",2009,5912,48010.641,22.85,0,
7186,MHS,"Medco Health Solutions, Inc.",2010,5912,,24.625,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2005,7370,943.22998,3.7279999,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2006,7370,981.34003,3.7290001,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2007,7370,949.48999,3.2,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2008,7370,854.37,4.6999998,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2009,7370,809.65997,4.0999999,0,
29621,MLNK,MODUSLINK GLOBAL SOLUTIONS,2010,7370,,4.4000001,0,
7065,MMC,MARSH & MCLENNAN COS,2005,6411,10273.81,55,0,
7065,MMC,MARSH & MCLENNAN COS,2006,6411,10182.52,55.200001,0,
7065,MMC,MARSH & MCLENNAN COS,2007,6411,9428.2197,56.099998,0,
7065,MMC,MARSH & MCLENNAN COS,2008,6411,9267.4502,54.400002,0,
7065,MMC,MARSH & MCLENNAN COS,2009,6411,8423.75,52,0,
7065,MMC,MARSH & MCLENNAN COS,2010,6411,10550,51,0,
64156,MNST,"Monster Worldwide, Inc.",2005,7370,,4.8000002,0,
64156,MNST,"Monster Worldwide, Inc.",2006,7370,,4.9000001,0,
64156,MNST,"Monster Worldwide, Inc.",2007,7370,,5.21,1,Hack
152149,MOH,MOLINA HEALTHCARE INC,2005,6324,1454.89,1.5,0,
152149,MOH,MOLINA HEALTHCARE INC,2006,6324,1712.6,2,0,
152149,MOH,MOLINA HEALTHCARE INC,2007,6324,2070.4299,2.3,0,
152149,MOH,MOLINA HEALTHCARE INC,2008,6324,2489.3101,2.5,0,
152149,MOH,MOLINA HEALTHCARE INC,2009,6324,2945.75,2.8,0,
152149,MOH,MOLINA HEALTHCARE INC,2010,6324,,4.1999998,0,
99990027,MOT,"Motorola, Inc.",2005,3663,,,1,StolenComputer
99990027,MOT,"Motorola, Inc.",2006,3663,,,0,
99990027,MOT,"Motorola, Inc.",2007,3663,,,0,
99990027,MOT,"Motorola, Inc.",2008,3663,,,0,
99990027,MOT,"Motorola, Inc.",2009,3663,,,0,
99990028,MOVI,"Movie Gallery, Inc.",2005,7841,,,0,
99990028,MOVI,"Movie Gallery, Inc.",2006,7841,,,1,Disposal_Document
99990028,MOVI,"Movie Gallery, Inc.",2007,7841,,,0,
99990028,MOVI,"Movie Gallery, Inc.",2008,7841,,,0,
99990028,MOVI,"Movie Gallery, Inc.",2009,7841,,,0,
99990028,MOVI,"Movie Gallery, Inc.",2010,7841,,,0,
12124,MS,Morgan Stanley,2006,6211,65387.309,55.310001,1,Unknown
12124,MS,Morgan Stanley,2007,6211,70880.273,48.256001,0,
12124,MS,Morgan Stanley,2008,6211,46216.461,46.964001,0,
12124,MS,Morgan Stanley,2009,6211,23489.85,61.388,0,
12124,MS,Morgan Stanley,2010,6211,,62.542,0,
12141,MSFT,Microsoft Corporation,2005,7372,35081.891,61,0,
12141,MSFT,Microsoft Corporation,2006,7372,37824.211,71,0,
12141,MSFT,Microsoft Corporation,2007,7372,42466.031,79,0,
12141,MSFT,Microsoft Corporation,2008,7372,48324.77,91,0,
12141,MSFT,Microsoft Corporation,2009,7372,46913.059,93,1,Hack
12141,MSFT,Microsoft Corporation,2010,7372,,89,0,
99990027,MSI,"Motorola, Inc.",2010,3663,,,0,
65772,MTD,METTLER-TOLEDO INTL INC,2005,3826,1307.13,8.8000002,0,
65772,MTD,METTLER-TOLEDO INTL INC,2006,3826,1362.3199,9.1000004,0,
65772,MTD,METTLER-TOLEDO INTL INC,2007,3826,1490.03,9.5,0,
65772,MTD,METTLER-TOLEDO INTL INC,2008,3826,1578.3101,10,0,
65772,MTD,METTLER-TOLEDO INTL INC,2009,3826,1387.92,10.4,0,
65772,MTD,METTLER-TOLEDO INTL INC,2010,3826,,11.2,0,
12124,MWD,Morgan Stanley,2005,6211,,53.217999,0,
11446,MWV,MeadWestvaco Corporation,2005,2631,5440.21,22.200001,0,
11446,MWV,MeadWestvaco Corporation,2006,2631,5577.71,24,0,
11446,MWV,MeadWestvaco Corporation,2007,2631,5736.6802,24,1,Web
11446,MWV,MeadWestvaco Corporation,2008,2631,5308.3701,22,0,
11446,MWV,MeadWestvaco Corporation,2009,2631,4856.1201,20,0,
11446,MWV,MeadWestvaco Corporation,2010,2631,,17.5,0,
64156,MWW,"Monster Worldwide, Inc.",2008,7370,1076.42,6.9499998,0,
64156,MWW,"Monster Worldwide, Inc.",2009,7370,728.46997,5.6999998,1,Hack
64156,MWW,"Monster Worldwide, Inc.",2010,7370,,5.8499999,0,
7648,NCR,NCR CORP,2005,3578,5315.0098,28.200001,0,
7648,NCR,NCR CORP,2006,3578,5246.29,28.9,0,
7648,NCR,NCR CORP,2007,3578,4128.48,23.200001,0,
7648,NCR,NCR CORP,2008,3578,4251.0098,22.4,0,
7648,NCR,NCR CORP,2009,3578,3702.5,21.5,0,
7648,NCR,NCR CORP,2010,3578,,21,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2005,6200,775.84003,0.917,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2006,6200,1416.02,0.898,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2007,6200,2024.03,0.89099997,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2008,6200,2918.28,2.507,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2009,6200,2736.74,2.2160001,0,
149337,NDAQ,"Nasdaq Stock Market, Inc. (The)",2010,6200,,2.395,0,
4517,NEE,NEXTERA ENERGY INC,2005,4911,10444.86,12.4,0,
4517,NEE,NEXTERA ENERGY INC,2006,4911,13418.96,13.3,0,
4517,NEE,NEXTERA ENERGY INC,2007,4911,12678.67,14.6,0,
4517,NEE,NEXTERA ENERGY INC,2008,4911,13124.95,15.3,0,
4517,NEE,NEXTERA ENERGY INC,2009,4911,12558.16,15.07,0,
4517,NEE,NEXTERA ENERGY INC,2010,4911,52994,14.69,0,
64621,NFS,"Nationwide Financial Services, Inc.",2005,6311,3826.5801,4.9000001,0,
64621,NFS,"Nationwide Financial Services, Inc.",2006,6311,3771.5701,4.8000002,1,StolenLaptop
64621,NFS,"Nationwide Financial Services, Inc.",2007,6311,3762.0701,4.8000002,1,Web
64621,NFS,"Nationwide Financial Services, Inc.",2008,6311,,,0,
64621,NFS,"Nationwide Financial Services, Inc.",2009,6311,,,0,
64621,NFS,"Nationwide Financial Services, Inc.",2010,6311,,,1,Lost Media
12383,NHYDY,NORSK HYDRO ASA,2005,3350,22773.939,32.764999,0,
12383,NHYDY,NORSK HYDRO ASA,2006,3350,26912.51,33,0,
12383,NHYDY,NORSK HYDRO ASA,2007,3350,14425.78,24.691999,0,
12383,NHYDY,NORSK HYDRO ASA,2008,3350,10163.7,22.634001,0,
12383,NHYDY,NORSK HYDRO ASA,2009,3350,9346.5801,19.249001,0,
12383,NHYDY,NORSK HYDRO ASA,2010,3350,13175.3,18.893999,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2005,6798,532.84998,0.030999999,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2006,6798,1027.3,0.034000002,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2007,6798,2007.49,0.039000001,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2008,6798,2507.1001,0.064999998,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2009,6798,2478.73,0.086999997,0,
65556,NLY,ANNALY CAPITAL MANAGEMENT,2010,6798,,0.114,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2005,6411,705.90002,0.484,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2006,6411,737.02002,0.458,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2007,6411,565.32001,0.465,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2008,6411,,,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2009,6411,,,0,
122143,NMHC,NATIONAL MED HEALTH CARD SYS,2010,6411,,,0,
155738,NNI,"Nelnet, Inc.",2005,6141,1016.57,3.3,0,
155738,NNI,"Nelnet, Inc.",2006,6141,1607.08,4,1,Unknown
155738,NNI,"Nelnet, Inc.",2007,6141,1722.0601,2.8,0,
155738,NNI,"Nelnet, Inc.",2008,6141,1176.01,2.2,0,
155738,NNI,"Nelnet, Inc.",2009,6141,787.96997,2,0,
155738,NNI,"Nelnet, Inc.",2010,6141,,2.2,0,
23671,NOK,NOKIA CORP,2005,3663,35868.07,58.874001,0,
23671,NOK,NOKIA CORP,2006,3663,46630.691,68.483002,0,
23671,NOK,NOKIA CORP,2007,3663,61935.512,112.262,0,
23671,NOK,NOKIA CORP,2008,3663,56921.051,125.829,0,
23671,NOK,NOKIA CORP,2009,3663,47440.262,123.553,0,
23671,NOK,NOKIA CORP,2010,3663,,129.355,0,
7685,NSSC,NAPCO SECURITY TECH INC,2005,3669,57.509998,0.86000001,0,
7685,NSSC,NAPCO SECURITY TECH INC,2006,3669,59.41,0.94999999,0,
7685,NSSC,NAPCO SECURITY TECH INC,2007,3669,54.990002,0.80400002,0,
7685,NSSC,NAPCO SECURITY TECH INC,2008,3669,54.68,0.81699997,0,
7685,NSSC,NAPCO SECURITY TECH INC,2009,3669,55.849998,0.77399999,0,
7685,NSSC,NAPCO SECURITY TECH INC,2010,3669,,1.003,0,
127279,NTRT,NETRATINGS INC,2005,8700,59.970001,0.396,0,
127279,NTRT,NETRATINGS INC,2006,8700,69.839996,0.39700001,0,
127279,NTRT,NETRATINGS INC,2007,8700,,,0,
127279,NTRT,NETRATINGS INC,2008,8700,,,0,
127279,NTRT,NETRATINGS INC,2009,8700,,,0,
127279,NTRT,NETRATINGS INC,2010,8700,,,0,
7798,NTY,"NBTY, Inc.",2005,2834,1531.71,11.2,0,
7798,NTY,"NBTY, Inc.",2006,2834,1606.02,10.9,0,
7798,NTY,"NBTY, Inc.",2007,2834,1673.41,10.8,0,
7798,NTY,"NBTY, Inc.",2008,2834,1743.17,13.76,0,
7798,NTY,"NBTY, Inc.",2009,2834,2072.78,13.95,0,
7798,NTY,"NBTY, Inc.",2010,2834,,,1,Unintended Disclosure
61685,NUAN,"Nuance Communications, Inc.",2005,7372,204.89999,1.112,0,
61685,NUAN,"Nuance Communications, Inc.",2006,7372,331.85001,1.681,0,
61685,NUAN,"Nuance Communications, Inc.",2007,7372,500.07001,3.9000001,0,
61685,NUAN,"Nuance Communications, Inc.",2008,7372,694.60999,6.0999999,0,
61685,NUAN,"Nuance Communications, Inc.",2009,7372,762.94,5.8000002,0,
61685,NUAN,"Nuance Communications, Inc.",2010,7372,,6.0999999,1,Stolen Laptop
14623,NVLS,NOVELLUS SYSTEMS INC,2005,3559,1181.92,3.55,0,
14623,NVLS,NOVELLUS SYSTEMS INC,2006,3559,1416.65,3.7249999,0,
14623,NVLS,NOVELLUS SYSTEMS INC,2007,3559,1304.21,3.698,0,
14623,NVLS,NOVELLUS SYSTEMS INC,2008,3559,808.62,3.0480001,0,
14623,NVLS,NOVELLUS SYSTEMS INC,2009,3559,513.14001,2.5439999,0,
14623,NVLS,NOVELLUS SYSTEMS INC,2010,3559,,2.7,0,
25359,NYER,NYER MEDICAL GROUP INC,2005,5912,53.950001,0.211,0,
25359,NYER,NYER MEDICAL GROUP INC,2006,5912,54.32,0.278,0,
25359,NYER,NYER MEDICAL GROUP INC,2007,5912,58.07,0.29899999,0,
25359,NYER,NYER MEDICAL GROUP INC,2008,5912,56.98,0.35100001,0,
25359,NYER,NYER MEDICAL GROUP INC,2009,5912,59.990002,0.36000001,0,
25359,NYER,NYER MEDICAL GROUP INC,2010,5912,,,0,
166451,NYX,NYSE EURONEXT,2005,6200,990.25,1.975,0,
166451,NYX,NYSE EURONEXT,2006,6200,2060.54,2.5780001,0,
166451,NYX,NYSE EURONEXT,2007,6200,3478.8899,3.0829999,0,
166451,NYX,NYSE EURONEXT,2008,6200,3763.9299,3.757,0,
166451,NYX,NYSE EURONEXT,2009,6200,3768.3301,3.3670001,0,
166451,NYX,NYSE EURONEXT,2010,6200,,2.9679999,0,
8071,OCENY,OCE NV,2005,3861,2783.1599,24.164,0,
8071,OCENY,OCE NV,2006,3861,3523.0901,23.784,0,
8071,OCENY,OCE NV,2007,3861,3780.1499,23.798,0,
8071,OCENY,OCE NV,2008,3861,2953.4199,23.148001,0,
8071,OCENY,OCE NV,2009,3861,3186.9099,21.635,0,
8071,OCENY,OCE NV,2010,3861,2860,20.708,0,
8133,OCR,OMNICARE INC,2005,5912,4666.75,17.9,0,
8133,OCR,OMNICARE INC,2006,5912,5554.9399,17.1,0,
8133,OCR,OMNICARE INC,2007,5912,5166.8398,17.799999,0,
8133,OCR,OMNICARE INC,2008,5912,5047.3101,17.200001,0,
8133,OCR,OMNICARE INC,2009,5912,4950.2202,15.2,0,
8133,OCR,OMNICARE INC,2010,5912,,15.2,0,
8213,OMI,OWENS & MINOR INC,2005,5047,4252.02,3.7,0,
8213,OMI,OWENS & MINOR INC,2006,5047,4726.73,4.5999999,0,
8213,OMI,OWENS & MINOR INC,2007,5047,5649.0098,4.8000002,0,
8213,OMI,OWENS & MINOR INC,2008,5047,5793.2402,5.3000002,0,
8213,OMI,OWENS & MINOR INC,2009,5047,6452.5801,4.8000002,0,
8213,OMI,OWENS & MINOR INC,2010,5047,,4.8000002,0,
2290,OMX,"OfficeMax, Inc.",2005,5110,8074.5,35,0,
2290,OMX,"OfficeMax, Inc.",2006,5110,7658.21,36,1,Stolen Media
2290,OMX,"OfficeMax, Inc.",2007,5110,7544.21,36,0,
2290,OMX,"OfficeMax, Inc.",2008,5110,6612.0698,33,0,
2290,OMX,"OfficeMax, Inc.",2009,5110,5789.8101,31,0,
2290,OMX,"OfficeMax, Inc.",2010,5110,,30,0,
99990033,OPTN,OPTION CARE INC,2005,8093,,,0,
99990033,OPTN,OPTION CARE INC,2006,8093,,,0,
99990033,OPTN,OPTION CARE INC,2007,8093,,,0,
99990033,OPTN,OPTION CARE INC,2008,8093,,,0,
99990033,OPTN,OPTION CARE INC,2009,8093,,,0,
99990033,OPTN,OPTION CARE INC,2010,8093,,,0,
12142,ORCL,Oracle Corporation,2005,7372,12679.14,56.132999,0,
12142,ORCL,Oracle Corporation,2006,7372,15371.58,74.674004,0,
12142,ORCL,Oracle Corporation,2007,7372,18632.16,84.233002,1,LostComputer
12142,ORCL,Oracle Corporation,2008,7372,18597.279,86,0,
12142,ORCL,Oracle Corporation,2009,7372,21531.02,105,0,
12142,ORCL,Oracle Corporation,2010,7372,,108,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2005,6211,113.73,0.15899999,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2006,6211,160.89999,0.214,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2007,6211,211.03,0.26499999,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2008,6211,198.64,0.30500001,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2009,6211,187.58,0.42300001,0,
162175,OXPS,"optionsXpress Holdings, Inc.",2010,6211,,0.40799999,1,LostTape
8068,OXY,Occidental Petroleum Corporation,2005,1311,13409.2,8.0170002,0,
8068,OXY,Occidental Petroleum Corporation,2006,1311,15085.44,8.8859997,0,
8068,OXY,Occidental Petroleum Corporation,2007,1311,15603.5,9.6999998,0,
8068,OXY,Occidental Petroleum Corporation,2008,1311,19369.1,10.4,0,
8068,OXY,Occidental Petroleum Corporation,2009,1311,12365.49,10.1,1,Email
8068,OXY,Occidental Petroleum Corporation,2010,1311,,11,0,
8402,PAYX,PAYCHEX INC,2005,8721,1476.53,10.9,0,
8402,PAYX,PAYCHEX INC,2006,8721,1611.78,11.7,0,
8402,PAYX,PAYCHEX INC,2007,8721,1716.45,12.2,0,
8402,PAYX,PAYCHEX INC,2008,8721,1665.8199,12.5,0,
8402,PAYX,PAYCHEX INC,2009,8721,1606.25,12.2,0,
8402,PAYX,PAYCHEX INC,2010,8721,,12.4,0,
119417,PBG,"Pepsi Bottling Group, Inc.",2005,2086,10479.25,66.900002,0,
119417,PBG,"Pepsi Bottling Group, Inc.",2006,2086,10873.54,70.400002,0,
119417,PBG,"Pepsi Bottling Group, Inc.",2007,2086,11289.77,69.099998,0,
119417,PBG,"Pepsi Bottling Group, Inc.",2008,2086,11034.24,66.800003,0,
119417,PBG,"Pepsi Bottling Group, Inc.",2009,2086,10612.18,64.900002,1,Stolen Media
119417,PBG,"Pepsi Bottling Group, Inc.",2010,2834,,,0,
8606,PBI,"Pitney Bowes, Inc.",2005,3579,4842.5698,34.165001,0,
8606,PBI,"Pitney Bowes, Inc.",2006,3579,4894.3901,34.453999,0,
8606,PBI,"Pitney Bowes, Inc.",2007,3579,5091.8999,36.165001,1,StolenLaptop
8606,PBI,Pitney Bowes Inc.,2008,3579,5008.6802,35.139999,0,
8606,PBI,Pitney Bowes Inc.,2009,3579,4470.9199,33.004002,0,
8606,PBI,Pitney Bowes Inc.,2010,3579,,30.700001,0,
65406,PETS,PETMED EXPRESS INC,2005,5912,121.31,0.213,0,
65406,PETS,PETMED EXPRESS INC,2006,5912,138.59,0.21600001,0,
65406,PETS,PETMED EXPRESS INC,2007,5912,156.45,0.25600001,0,
65406,PETS,PETMED EXPRESS INC,2008,5912,175.49001,0.248,0,
65406,PETS,PETMED EXPRESS INC,2009,5912,191.28,0.227,0,
65406,PETS,PETMED EXPRESS INC,2010,5912,,0.204,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2005,5812,713.45001,21.799999,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2006,5812,800.87,24.6,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2007,5812,907.70001,28.799999,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2008,5812,958.28003,26.799999,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2009,5812,985.97998,26,0,
116503,PFCB,"P.F. Chang's China Bistro, Inc.",2010,5812,,25,1,StolenComputer
8530,PFE,"Pfizer, Inc.",2005,2834,45230.5,106,0,
8530,PFE,"Pfizer, Inc.",2006,2834,41171.691,98,0,
8530,PFE,"Pfizer, Inc.",2007,2834,40046.262,86.599998,1,FraudSe
8530,PFE,"Pfizer, Inc.",2008,2834,38663.82,81.800003,1,StolenLaptop
8530,PFE,"Pfizer, Inc.",2009,2834,40086.879,116.5,0,
8530,PFE,"Pfizer, Inc.",2010,2834,,110.6,0,
145701,PFG,"Principal Financial Group, Inc.",2005,6311,7863.54,14.507,0,
145701,PFG,"Principal Financial Group, Inc.",2006,6311,8350.5,15.289,0,
145701,PFG,"Principal Financial Group, Inc.",2007,6311,8971.6797,16.584999,0,
145701,PFG,"Principal Financial Group, Inc.",2008,6311,7925.1201,16.233999,0,
145701,PFG,"Principal Financial Group, Inc.",2009,6311,7040.6099,14.487,0,
145701,PFG,"Principal Financial Group, Inc.",2010,6311,,13.627,1,Hack
13341,PGR,Progressive Corporation (The),2005,6331,12600.93,28.336,0,
13341,PGR,Progressive Corporation (The),2006,6331,12619.88,27.778,1,Unknown
13341,PGR,Progressive Corporation (The),2007,6331,12189.73,26.851,0,
13341,PGR,Progressive Corporation (The),2008,6331,10262.66,25.929001,0,
13341,PGR,Progressive Corporation (The),2009,6331,11682.71,24.660999,0,
13341,PGR,Progressive Corporation (The),2010,6331,,24.638,0,
8823,PHM,"Pulte Homes, Inc.",2005,1531,12952.16,13.4,0,
8823,PHM,"Pulte Homes, Inc.",2006,1531,12188.82,12.4,0,
8823,PHM,"Pulte Homes, Inc.",2007,1531,7689.1899,8.5,0,
8823,PHM,"Pulte Homes, Inc.",2008,1531,5009.2798,5.3000002,1,StolenLaptop/StolenTape
8823,PHM,"Pulte Homes, Inc.",2009,1531,3278.9399,5.6999998,0,
8823,PHM,"Pulte Homes, Inc.",2010,1531,6023.3198,4.3629999,0,
8605,PJC,Piper Jaffray Companies,2005,6211,718.41998,2.8710001,0,
8605,PJC,Piper Jaffray Companies,2006,6211,448.73001,1.108,0,
8605,PJC,Piper Jaffray Companies,2007,6211,434.12,1.239,1,SnailMail
8605,PJC,Piper Jaffray Companies,2008,6211,275.98001,1.045,0,
8605,PJC,Piper Jaffray Companies,2009,6211,387.34,1.054,0,
8605,PJC,Piper Jaffray Companies,2010,6211,,1.053,0,
8633,PLT,PLANTRONICS INC,2005,3661,661.64001,7.3000002,0,
8633,PLT,PLANTRONICS INC,2006,3661,683.46002,6,0,
8633,PLT,PLANTRONICS INC,2007,3661,711.29999,5,0,
8633,PLT,PLANTRONICS INC,2008,3661,612.34998,3.5999999,0,
8633,PLT,PLANTRONICS INC,2009,3661,492.79001,3.2,0,
8633,PLT,PLANTRONICS INC,2010,3661,683.59998,3.2,0,
164661,PNSN,"Penson Worldwide, Inc.",2005,6200,153.92,0.68699998,0,
164661,PNSN,"Penson Worldwide, Inc.",2006,6200,245.67,0.76300001,0,
164661,PNSN,"Penson Worldwide, Inc.",2007,6200,336.26001,0.94199997,1,Hack
164661,PNSN,"Penson Worldwide, Inc.",2008,6200,307.01999,1.058,0,
164661,PNSN,"Penson Worldwide, Inc.",2009,6200,260.23001,1.031,0,
164661,PNSN,"Penson Worldwide, Inc.",2010,6200,,0.98500001,0,
61536,PNTR,POINTER TELOCATION LTD,2005,7500,32.59,0.48300001,0,
61536,PNTR,POINTER TELOCATION LTD,2006,7500,35.799999,0.50599998,0,
61536,PNTR,POINTER TELOCATION LTD,2007,7500,42.889999,0.55900002,0,
61536,PNTR,POINTER TELOCATION LTD,2008,7500,61.310001,0.60100001,0,
61536,PNTR,POINTER TELOCATION LTD,2009,7500,52.439999,0.61400002,0,
61536,PNTR,POINTER TELOCATION LTD,2010,7500,,0.71200001,0,
143356,PRU,"Prudential Financial, Inc.",2005,6311,27949.66,38.853001,0,
143356,PRU,"Prudential Financial, Inc.",2006,6311,27746.75,39.813999,1,SnailMail
143356,PRU,"Prudential Financial, Inc.",2007,6311,28658.461,40.702999,1,FraudSe
143356,PRU,"Prudential Financial, Inc.",2008,6311,23573.721,41.844002,0,
143356,PRU,"Prudential Financial, Inc.",2009,6311,26360.65,41.943001,0,
143356,PRU,"Prudential Financial, Inc.",2010,6311,,41.043999,0,
10096,PSA,"Public Storage, Inc.",2005,6798,957.40997,4.0300002,0,
